PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
MjvWtrRo-7cQ4;29.0;33000.0;Alugada;2.0;Xv04Cgvy-YqA2;Educativo;C;1700.0;15.23;0.0;0.05;o2QGURkP-xk5H;1.0;5
aBpD8U1Z-XhdH;29.0;142000.0;Própria;14.0;JWcAXjxR-CwZ4;Pessoal;B;24250.0;11.48;0.0;0.17;6sQJaWvn-EBuX;0.0;8
FFwGoS8c-Wnbv;28.0;15000.0;Alugada;1.0;eeFJv0Go-cKG5;Pessoal;A;5000.0;7.4;1.0;0.33;5JtNGy78-dZjO;0.0;9
sPrcp1rt-C2PU;25.0;59000.0;Alugada;9.0;R2Ry5SoI-2qYt;Médico;D;10400.0;16.29;1.0;0.18;Oy1f55ER-PfPb;0.0;4
PYgG5iqF-vtg5;26.0;92000.0;Alugada;0.0;Esrh7FwT-Urwl;Empreendimento;D;6000.0;15.58;1.0;0.07;zNCFTn9o-hOHS;0.0;3
q2dnwgrF-XY6G;29.0;20000.0;Alugada;0.0;aum4xw2A-gn0t;;C;;11.71;0.0;0.07;LJNaxUrN-wqb2;0.0;17
TuipXlpe-Bg6w;32.0;53100.0;Hipotecada;14.0;Aq6urPQv-JNAO;Médico;B;7500.0;11.26;0.0;0.14;BA4iuLMA-oP0u;0.0;10
Ts0wwnMy-wWpI;30.0;53000.0;Alugada;7.0;t25FpUpm-Ysc8;Pessoal;B;15000.0;10.62;0.0;0.28;yguuDFrv-ElGI;0.0;8
jI9vBQM1-TM9o;51.0;62046.0;Alugada;8.0;CUJdwJ8p-bRP1;Empreendimento;A;8000.0;;0.0;0.13;7ZFMnIm7-ZPjR;0.0;30
u1FeY08z-r63G;31.0;38400.0;Própria;;uokUTLXl-BYfL;Educativo;D;11000.0;;0.0;0.29;RpG5kWk6-qOPo;1.0;8
f1BRRtoN-A34T;23.0;38000.0;Alugada;5.0;yGv8eud9-CIlx;Educativo;B;6000.0;10.46;0.0;0.16;D4dAB8ZJ-FW4M;0.0;2
ILB21Urh-WieH;23.0;17688.0;Alugada;0.0;ADQZWtJ2-D641;Pessoal;B;1700.0;11.11;0.0;0.1;o2nzNHdd-ctzt;0.0;3
hhnkqrwJ-3zzf;53.0;46000.0;Própria;9.0;ahMywELx-7o8k;Pessoal;B;4925.0;11.71;0.0;0.11;2U4ZM4Ev-Rqbt;0.0;23
LesiNiFA-f15v;36.0;41000.0;Alugada;1.0;G0sv8BOY-n0kf;Pessoal;A;7000.0;9.63;0.0;0.17;7WrhJzRi-UOi3;0.0;14
fTM824iw-aCL9;44.0;45000.0;Alugada;0.0;UFEXspH8-thCh;Empreendimento;B;15775.0;10.99;1.0;0.35;4vS7d9ed-kXy5;0.0;12
hdKlZTvG-8byB;39.0;73882.0;Alugada;17.0;LQvz7XaJ-WwCb;Médico;B;7000.0;9.91;0.0;0.09;oDPbdqNY-XYWv;0.0;13
5aG9iHg3-Bf6i;24.0;105000.0;Hipotecada;6.0;wSPtI9eX-bbmq;Educativo;B;25000.0;10.74;0.0;0.24;z5fwSjZM-0Ehc;0.0;3
Az1bC2dZ-Xf4H;24.0;125000.0;Alugada;8.0;q2WNK7nY-UH47;Empreendimento;B;16800.0;12.42;0.0;0.13;Ah9WBeFx-3wNv;0.0;4
6BLAOGRf-g69l;27.0;18600.0;Alugada;4.0;4kFugKda-oCIn;Médico;B;1850.0;;0.0;0.1;1BtgYsKy-XnGS;0.0;8
7FAXFNS1-LP7i;22.0;31200.0;Alugada;1.0;7MtDatJK-9hzn;Educativo;B;3200.0;11.99;0.0;0.1;ET26Ll5l-IYWx;0.0;4
YDobYt11-oPhi;27.0;72000.0;Hipotecada;1.0;H6OX2MCU-9sO3;Pagamento de débitos;B;10000.0;10.99;0.0;0.14;6ARLEfO0-uzg8;0.0;9
3qFo2ahN-ALQJ;27.0;30000.0;Alugada;2.0;DH7QYIU3-jkni;Educativo;A;;;1.0;0.04;P5JWjFn0-FShu;0.0;3
bvyT1oEb-C6bL;27.0;112548.0;Hipotecada;11.0;OrcqkIJ9-dOpT;Pagamento de débitos;A;24000.0;;0.0;0.21;4Ks7i85Q-d9q7;0.0;7
7tjfSAzd-37MH;38.0;17108.0;Hipotecada;7.0;cylnKwQM-QiXN;Educativo;A;4375.0;7.51;1.0;0.26;Fz1QizCp-HjZU;0.0;13
jKa8cszq-EHzW;21.0;24000.0;Alugada;0.0;AcF7q9UO-rQfH;Médico;B;1000.0;10.99;1.0;0.04;JHS0mvwg-LOIo;0.0;2
jKmhPzFa-Lxb1;21.0;24000.0;Alugada;5.0;Q7MtbpvH-5dzg;Pagamento de débitos;C;13000.0;12.87;1.0;0.54;tEyEGBZe-Z4CS;0.0;2
oO5kjjHU-5u9D;28.0;47000.0;Alugada;9.0;kSO2qXtg-UCBI;Médico;B;7875.0;;0.0;0.17;XA7CyAsw-yjhK;0.0;10
xR1ePgh6-rv37;26.0;59000.0;Hipotecada;5.0;QpjFiuvQ-JcL9;Médico;D;8000.0;15.99;1.0;0.14;ZgfUgiAg-CA0W;1.0;2
u0PqHahA-7auZ;22.0;54000.0;Alugada;6.0;riXsZNnE-RmCr;Pagamento de débitos;D;5000.0;17.27;1.0;0.09;5Aypk6xl-eAI0;1.0;2
1dM8xRAR-kSXx;27.0;85000.0;Hipotecada;11.0;nt1srfks-PLTQ;Educativo;A;12000.0;6.62;0.0;0.14;FjFGF7WN-79ef;0.0;10
zS5IWpIl-zMIg;23.0;45000.0;Hipotecada;5.0;ID2wpHmS-q1h8;Educativo;B;14500.0;11.48;0.0;0.32;Q37OxpFW-9Ore;0.0;2
zPfsjxgg-CLQz;29.0;93000.0;Alugada;13.0;uQnYeFHl-1UEm;Educativo;B;21000.0;12.42;1.0;0.23;C2hozNLK-9udW;0.0;10
oTYKqDNj-mNtD;22.0;41000.0;Hipotecada;6.0;6bvLt57o-6zZz;Educativo;A;12000.0;6.03;0.0;0.29;cxgz9ubX-3yZR;0.0;2
vWtoUJGB-5NpX;28.0;95000.0;Hipotecada;5.0;zKBed0gu-79GL;Empreendimento;A;5000.0;7.88;0.0;0.05;t3lpD3gx-otQH;0.0;7
xnvc5f0m-OtMv;21.0;30000.0;Alugada;1.0;yHZzN1C6-Owte;Médico;B;10000.0;11.14;1.0;0.33;p6eeIOrd-e0zu;0.0;2
PqudGBDR-3eAg;24.0;60140.0;Alugada;2.0;zLH3pHUe-cgZr;Pagamento de débitos;A;7000.0;8.59;0.0;0.12;xYMuu31f-zFYF;0.0;4
c3On2gWr-1wH3;24.0;50000.0;Hipotecada;7.0;43aiQ3xY-Lxtr;Empreendimento;D;11000.0;16.89;0.0;0.22;gJ1a0Rsk-Uqkw;0.0;3
8jO3L9pE-okJe;22.0;29000.0;Alugada;0.0;8qbMAOpt-aTN3;Educativo;C;6400.0;;0.0;0.22;ETFC4wc3-AQzZ;1.0;4
4TCTldvw-Lnx7;28.0;45000.0;Hipotecada;0.0;TH7TgJNT-4Ute;Empreendimento;B;3675.0;;0.0;0.08;jxlKjh9Z-PegI;0.0;6
jAesHpN0-sKPA;33.0;79050.0;Hipotecada;17.0;6CJCfz6j-CwRx;Médico;;;7.51;0.0;0.26;UjB3K4aT-kwE2;0.0;2
pjYvBZIs-FPtX;22.0;14400.0;Alugada;0.0;sBizrYjY-umQm;Educativo;A;4500.0;7.88;1.0;0.31;S9ciCdhD-9Oc4;0.0;4
k6qkYxHh-eGq9;24.0;69000.0;Hipotecada;4.0;4UQich3L-JtGF;Pagamento de débitos;D;25000.0;15.57;1.0;0.36;rsELQvJG-gRnA;0.0;2
znWQM79G-Fy5n;29.0;56700.0;Hipotecada;9.0;fchw3kU5-YJ58;Educativo;C;10000.0;;0.0;0.18;LKM8zkom-1nHo;1.0;5
o1JJyhDK-zeUH;27.0;54000.0;Alugada;2.0;nkSZYJx4-06v3;Pessoal;D;20000.0;16.0;1.0;0.37;8NfmN3Pr-T0nC;0.0;6
zGS4eYPB-WgHZ;22.0;80000.0;Hipotecada;0.0;Iq5pv0xp-Au9Z;Educativo;B;15000.0;11.48;0.0;0.19;eJNAgjgH-x6vS;0.0;3
Z9uQTbx6-9Ho2;28.0;270300.0;Hipotecada;3.0;DMiZ6eA1-lJNH;Médico;E;25000.0;17.88;1.0;0.08;88xQ31yH-6s9z;0.0;6
oQxQydKv-wuD3;24.0;72000.0;Hipotecada;8.0;Guw8Xb6Z-Wh6u;Melhora do lar;A;5000.0;6.03;0.0;0.07;7Cw48RxH-mihT;0.0;3
KPjJ4vUN-560M;24.0;37500.0;Alugada;0.0;f1GTbvxY-ECw9;Pessoal;A;4500.0;5.42;0.0;0.12;4aYR2RW2-RAI5;0.0;4
nKiTNPdl-p63u;24.0;22800.0;Própria;3.0;nCNGUho1-8JY6;Médico;B;4750.0;11.36;0.0;0.21;NprGR2xR-CbRY;0.0;4
pBrNQIw1-Jb5j;33.0;49000.0;Alugada;2.0;0bvmlxEy-jOAu;Empreendimento;B;6000.0;10.99;0.0;0.12;J4sLPWCx-ZWiJ;0.0;6
6ixYJIQM-eE7l;31.0;39996.0;Alugada;4.0;Tn9lHESO-D20J;Educativo;B;2400.0;;0.0;0.06;kF6EyqJe-zgwU;0.0;10
DrK4cWES-APb8;28.0;19992.0;Alugada;12.0;MkNsAiTD-T5nn;Educativo;A;3000.0;7.14;1.0;0.15;2fGuKmzl-Nnd3;0.0;9
o364GN0d-NQiy;33.0;71000.0;Alugada;17.0;sAlJ4Wnj-xjwR;Melhora do lar;D;19600.0;16.07;1.0;0.28;Y39D0RyI-aAPl;1.0;6
b6jdFL8N-7aMD;29.0;64000.0;Alugada;3.0;YZCoj56t-kxC7;Pagamento de débitos;C;15000.0;15.27;1.0;0.23;dYcEcvzu-cnxU;0.0;10
BXicobmr-3dAg;23.0;33004.0;Própria;5.0;qIhDtb5x-QlkD;Educativo;A;5000.0;8.59;0.0;0.15;W3Mf59sz-acfz;0.0;4
qM3kltKT-DNnC;22.0;74800.0;Alugada;3.0;G1KabDJ7-KMCZ;Médico;D;20000.0;14.96;1.0;0.23;rcbh7uj8-MbcA;1.0;4
QEp2xENL-kiu3;29.0;38000.0;Hipotecada;0.0;9xlxjI11-aXsl;Melhora do lar;C;2450.0;;0.0;0.06;EIomQJkC-XldW;1.0;6
eWbCN3Kv-5mob;24.0;115000.0;Hipotecada;3.0;uhr66dZ1-pwcH;Empreendimento;A;15000.0;6.03;0.0;0.13;J9rMN9wO-7hd4;0.0;2
iiUP1vyn-xETO;35.0;31000.0;Hipotecada;9.0;E3lgLR0K-JFWp;Empreendimento;C;15000.0;13.16;0.0;0.48;ayXEBZqU-B8SM;1.0;9
YhwjH13a-kDpE;23.0;23520.0;Alugada;8.0;SUDMXltm-SFGI;Médico;A;4200.0;;0.0;0.18;gwkxrmer-dBf5;0.0;3
hP5ylCwJ-OmGN;32.0;;Alugada;;sF0NouD9-ywT9;Empreendimento;B;6000.0;;0.0;0.08;u0FO94cw-zNxs;0.0;10
G2TDNsPf-hPhM;22.0;45000.0;Alugada;4.0;sIBMLQ9l-BwSc;Educativo;A;10000.0;7.51;0.0;0.22;5BzdXT7g-Mrpo;0.0;2
oo8FU2Ki-yJoK;28.0;47831.0;Alugada;8.0;UjsXbi6f-9oRT;Pagamento de débitos;C;16000.0;13.85;1.0;0.33;MGaJrGPO-QIgx;0.0;7
vXwAr7f2-EtEi;23.0;189996.0;Própria;;tbQ1qkun-5bpe;Pessoal;B;12000.0;9.91;0.0;;NubKRfS4-m6XA;0.0;2
71prmov7-7pJu;22.0;48000.0;Alugada;6.0;XmGQzsE2-6ZXn;Educativo;A;15000.0;7.51;1.0;0.31;C0cHpUej-Nddd;0.0;2
Zn3NFGg8-DE2B;36.0;62400.0;Hipotecada;0.0;sy7dGEux-nkRE;Pagamento de débitos;A;2400.0;7.49;0.0;0.04;ep7xo3aA-ED9u;0.0;14
sxbJEZMa-ahOl;23.0;120000.0;Alugada;7.0;EQQTgoHj-LTkJ;Educativo;B;25000.0;9.99;0.0;0.21;Fizz223A-2jLg;0.0;2
iSIfHATh-D8eP;24.0;65450.0;;8.0;l2a5WY51-lKFg;Médico;D;3450.0;;1.0;0.14;ZUgG4o5C-bMf8;0.0;4
p7qs1tvW-bmB8;22.0;59000.0;Outros;3.0;IHqZeNA6-Yrk3;Médico;D;12000.0;;1.0;0.2;xhnL25ox-THZb;1.0;3
5m8uBZU8-lW6p;23.0;65400.0;Hipotecada;4.0;a5drhOhi-MNdL;Empreendimento;D;20000.0;15.05;0.0;0.31;SLx1zhY9-9EPs;1.0;4
ZptGhb7b-yZrj;28.0;40000.0;Própria;2.0;s7YL294r-8oAi;Educativo;A;3600.0;6.99;0.0;0.09;9g1O1SJw-HdDf;0.0;10
v75lkGiC-ap5M;23.0;96000.0;Hipotecada;7.0;WBmneYCA-UsRw;Educativo;A;4000.0;5.42;0.0;0.04;PzSjl1cR-2nNH;0.0;2
pkEvWcMv-bTNZ;24.0;135000.0;Hipotecada;8.0;0TSfYCZc-ysQi;Médico;A;17000.0;6.17;0.0;0.13;d1ZZCIl0-mAx6;0.0;4
MKlenYiv-3L8K;24.0;57000.0;Hipotecada;8.0;nqZXkOoD-lISO;Empreendimento;D;14000.0;14.91;0.0;0.25;DcQ9Q4zZ-4vUG;0.0;4
9uzvAbxR-50Pw;22.0;40000.0;Hipotecada;6.0;enKj0n33-PxJr;Empreendimento;A;4750.0;;0.0;0.12;p4XDGxHk-i3zo;0.0;2
hBKx3676-OKjb;25.0;130000.0;Hipotecada;2.0;cQZfmtRA-owLd;Empreendimento;D;19400.0;16.0;0.0;0.15;KB7wpDFX-UJgu;1.0;4
QjDvJ2hO-7var;30.0;100000.0;Hipotecada;14.0;hk0nEeaL-8Kcx;Médico;B;15000.0;11.14;0.0;0.15;olipkiWO-k0Zk;0.0;9
goAeymOr-t6En;22.0;62900.0;Alugada;6.0;mbIeTf5T-bvr0;Médico;D;20000.0;14.91;1.0;0.27;oOT2gXuN-X9ZP;0.0;4
4kJOTOEO-Uf44;25.0;32500.0;Hipotecada;3.0;Wj4DIWxb-wxPo;Educativo;A;12500.0;7.9;0.0;0.38;XN3r6zO6-EkCi;0.0;4
HYxt1jY3-0cX1;22.0;43000.0;Própria;2.0;x7zv5HlN-rEXC;Empreendimento;B;22800.0;12.69;0.0;0.53;ZAhIUDDS-QLTi;0.0;2
ZmrSRhAD-8bJX;22.0;24000.0;Alugada;1.0;W9jjtK9v-7K4W;Pessoal;C;15000.0;12.73;1.0;0.63;av5l7RKP-SJar;1.0;4
tlmb7JsI-yLpf;24.0;255000.0;Hipotecada;9.0;dlc0Y0Rv-u1IK;Educativo;A;9600.0;6.99;0.0;0.04;slsZ4RlC-cuzD;0.0;2
ZbhEO4FG-hi66;22.0;92700.0;Hipotecada;1.0;dt1qrRj7-MYMA;Empreendimento;A;9250.0;7.9;0.0;0.1;KzjETFJA-EYhZ;0.0;3
vQBn5UYo-sCkB;28.0;102000.0;Hipotecada;2.0;RJ6Sm5L4-c499;Empreendimento;B;10000.0;12.18;0.0;0.1;quxEwPqf-sgeq;0.0;7
nar1oJ33-g0mT;26.0;60000.0;Alugada;0.0;HAjzMQWr-QJ3l;Empreendimento;A;5000.0;7.14;0.0;0.08;ERNDWprm-mTgQ;0.0;2
NCSm0quD-QMHw;28.0;35000.0;Própria;2.0;lmhmFx2j-spGc;Pessoal;D;13250.0;16.89;0.0;0.38;Mcfb7qm5-HBx3;0.0;7
SqmZL2GU-4aUl;23.0;55000.0;Alugada;7.0;2GsWfZkO-kxs0;Pessoal;B;10000.0;10.59;0.0;0.18;0RkMzQwS-nKJa;0.0;4
ZPqeW2O7-h8Dt;23.0;70500.0;Própria;2.0;8Aya1uEL-tlna;Educativo;C;10500.0;13.92;0.0;0.15;IOeE3Q5E-YpBf;0.0;4
NImPmTuq-zyOS;29.0;91080.0;Hipotecada;4.0;W7S0GitI-Ualr;Melhora do lar;D;15600.0;15.7;0.0;0.17;Lioe303g-uX0K;0.0;9
vRMeD50s-Furo;23.0;36000.0;Hipotecada;7.0;QxR90hJr-ocZ2;Educativo;B;11300.0;12.69;0.0;0.31;kXloag8h-y7CW;0.0;2
BP994WvD-b8by;24.0;88000.0;Hipotecada;5.0;bu0iZDpc-YUjx;Pagamento de débitos;E;24000.0;19.69;1.0;0.27;mJIrbvjo-5NtA;0.0;2
8pPzYcOW-WHng;27.0;49000.0;Alugada;11.0;c1EQQsMU-ochC;Empreendimento;B;4000.0;10.59;0.0;0.08;137ag9GG-F81U;0.0;5
r5rR3egG-CbaB;26.0;45000.0;Hipotecada;5.0;eYLNu7R2-5foL;Pessoal;A;14650.0;7.49;0.0;0.33;do9xuGms-eH6o;0.0;2
cDuAKUfk-ywqX;23.0;42000.0;Alugada;0.0;ZPquv7kY-CAlF;Empreendimento;C;5000.0;;1.0;0.12;fSs3HqFq-r4qP;0.0;3
TgmqQekX-6A1q;27.0;90000.0;Alugada;0.0;2mT4mTcg-dCTS;Pagamento de débitos;B;7500.0;;0.0;0.08;OP7fviQT-anBr;0.0;6
X5sLBe45-oCX4;21.0;28000.0;Alugada;3.0;DttNX5Ti-K0jK;Educativo;B;8000.0;10.99;1.0;0.29;fZbBIdZw-m7re;0.0;2
K7zoRhxn-eb7l;28.0;20292.0;Alugada;3.0;lRo3zwU2-PRH7;Empreendimento;B;3900.0;12.53;0.0;0.19;0Rqls6p8-2YNy;0.0;9
GqpteuQm-C6rJ;35.0;26400.0;Alugada;2.0;iTtUGkMq-AbI1;Pagamento de débitos;D;6000.0;16.29;1.0;0.23;B1n4Hspg-BNNT;1.0;8
ZYbszmir-uLWj;24.0;55000.0;Alugada;8.0;F9R1Ap6o-RGLp;Médico;B;16800.0;;1.0;0.31;BQdbF8Po-F0RQ;0.0;4
JqNAJ85i-r1Xa;29.0;265000.0;Hipotecada;2.0;BwJebdCZ-J1lg;Pessoal;B;25000.0;11.26;0.0;0.09;YivwOw3X-ri3J;0.0;10
hvP3ONUN-diTu;24.0;80000.0;Própria;0.0;NTf8DeKp-qleU;Educativo;A;16000.0;6.17;0.0;0.2;zLCgtXra-wcC9;0.0;4
4AEND2u0-XwxU;24.0;48000.0;Hipotecada;0.0;mM6hH4lN-usWi;Educativo;B;4400.0;11.83;0.0;0.09;eyyll5gD-nnwR;0.0;2
aAubQioK-ZSTK;24.0;100000.0;Alugada;5.0;armH4Pim-ApM0;Melhora do lar;A;12000.0;7.9;0.0;0.12;7xQYsAl3-1cET;0.0;2
Ny7zzdU7-NKjU;24.0;48000.0;Alugada;2.0;9DwcA35H-bBtJ;Pagamento de débitos;B;14550.0;9.62;0.0;0.3;3MljMWLb-7qo9;0.0;3
zJXv8ZIi-gINW;37.0;85000.0;Hipotecada;19.0;nkxPH7jB-Zbm2;Melhora do lar;B;10000.0;9.99;0.0;0.12;kMD731iO-3klu;0.0;16
iC4kayrt-TEsM;35.0;130000.0;Hipotecada;2.0;eHt86Ryc-3zBw;Pessoal;B;12000.0;10.08;0.0;0.09;bFbfvIkD-5ncB;0.0;7
fZcsCw5e-LZjW;40.0;44940.0;Alugada;2.0;tnSjtSKb-7YTY;Educativo;A;9000.0;8.94;0.0;0.2;GEjWj6Of-T90k;0.0;13
bS8n9Nn3-58Th;26.0;16428.0;Alugada;0.0;q1ug5Ril-sPiN;Pessoal;C;2400.0;12.23;0.0;0.15;19hAo6R1-6fQf;0.0;4
Q6wcWTEB-b3US;22.0;62322.0;Alugada;7.0;SPKfxbZA-HXPy;Educativo;B;10000.0;;0.0;0.16;57TpfuT1-fAbw;0.0;2
NwK04yjG-xSKz;34.0;165000.0;Hipotecada;18.0;9tLnajQw-7Sdy;Empreendimento;A;12000.0;6.62;0.0;0.07;o3GvDQyf-zo4n;0.0;7
ibFAlnWL-8ciy;27.0;28000.0;Alugada;1.0;NQz5nbep-8UGi;Pagamento de débitos;B;7600.0;10.99;0.0;0.27;UoSzhYJR-2vSx;0.0;7
DjuObrt6-p6gj;22.0;45999.0;Alugada;1.0;5Td1jZOL-ICT1;Empreendimento;A;7300.0;7.88;0.0;0.16;mhrHiYb0-8Ckh;0.0;2
Lp4WfO3e-Bbep;38.0;23000.0;Alugada;4.0;X93FZOCQ-7HUZ;Educativo;C;10000.0;13.48;1.0;0.43;PluABrKw-Yp3f;1.0;16
z1p7XnjO-XgRf;26.0;78000.0;Hipotecada;10.0;lPLbDDef-bKbM;Educativo;B;14000.0;9.91;1.0;0.18;LgfTJ72l-7hmB;0.0;4
K7c8Dksb-Ooq0;44.0;36000.0;Alugada;6.0;Wtz9QIgL-d9Rx;Empreendimento;D;4000.0;15.2;0.0;0.11;KHJ7TPyw-fRuw;0.0;12
zN50HoGr-o9E1;29.0;38400.0;Alugada;4.0;BQF9phEw-myME;Empreendimento;B;3550.0;11.49;0.0;0.09;OgBJoYjy-70Yz;0.0;7
mdLr5MF9-jX3f;43.0;46000.0;Alugada;2.0;3b6UsLB5-Sib7;Médico;D;13000.0;15.7;1.0;0.28;lMvJ0EmS-BM5S;0.0;13
Ch7TKSih-qt2p;27.0;110004.0;Hipotecada;5.0;5RaDi2Kj-jXbx;Pessoal;C;25000.0;12.73;0.0;0.23;xqedRhkZ-YFM1;1.0;6
awSohXik-AGnf;25.0;26400.0;Alugada;;FNP1mp3q-csFE;Educativo;B;2500.0;10.62;0.0;0.09;QzYl0Yag-7aQH;0.0;2
szgoxc2N-sanR;28.0;39000.0;Alugada;3.0;7AhCeP2i-KinG;;B;;;0.0;0.16;h4M9Ca16-ijfZ;0.0;9
cpJbZOER-stLf;31.0;80004.0;Hipotecada;9.0;wdB7IhUL-TuoS;Médico;C;3500.0;12.61;0.0;0.04;jEdPJ4ja-1lah;0.0;10
p4jjLW2E-hJTC;29.0;65000.0;Hipotecada;4.0;YwavyOwo-BXem;Melhora do lar;A;10000.0;6.99;0.0;0.15;czqH3AcQ-ZgaX;0.0;9
QoQFQUsM-Uw72;23.0;85000.0;Hipotecada;;ElHyL15F-Rb18;Educativo;B;24000.0;10.74;0.0;0.28;mEJkR46r-LtZ8;0.0;2
E34uJYbE-tPb5;28.0;200000.0;Hipotecada;12.0;RccaCrxq-40HI;Educativo;A;25000.0;7.9;0.0;0.13;EsluTImy-6nLb;0.0;9
MU5BBsqm-tW6U;26.0;63000.0;Alugada;1.0;dgGgmYh5-Ed67;Empreendimento;E;10000.0;16.4;1.0;0.16;fvCh6tgj-mSiu;1.0;2
LKLZDYu8-ODfU;26.0;74999.0;Alugada;4.0;415zB5Nv-jnIg;Melhora do lar;D;16000.0;17.27;0.0;0.21;7h8jrUJ9-2Meh;1.0;4
ROZYPg5M-rRZ8;36.0;60072.0;Alugada;14.0;y5Cv0UZX-lpqt;Melhora do lar;B;2500.0;11.49;1.0;0.04;6JKbX04h-vSDt;0.0;16
C7sRqi1j-era3;24.0;36000.0;Própria;0.0;j77cTiCx-xD9l;Médico;D;12000.0;;0.0;0.33;08DMZrcq-JurO;1.0;3
qHARRJ9y-oYxL;27.0;65000.0;Alugada;0.0;owQUovle-7wgS;Melhora do lar;B;12000.0;;0.0;0.18;OcAqDlCl-zdGZ;0.0;7
KuPFn9C3-QbLx;25.0;185000.0;Alugada;6.0;WQi5JWmK-u9Ee;Empreendimento;C;15000.0;15.27;0.0;0.08;h0d48RAm-QP9Z;0.0;2
yhiCWedA-stjR;37.0;145124.0;Hipotecada;21.0;rhaTgJmJ-AJmO;Pessoal;B;11375.0;10.99;1.0;0.08;exDD9H9v-jP8C;0.0;11
wcTn12o6-PvTS;26.0;36000.0;Alugada;10.0;GHnoWQ8r-JWmk;Empreendimento;B;7500.0;10.59;0.0;0.21;s1wCfX2R-aCje;0.0;3
ee6l1imE-LHiQ;26.0;95000.0;Alugada;0.0;Hecyp0j5-Xkml;Empreendimento;B;12000.0;10.65;0.0;0.13;OzJbRDj2-bd2t;0.0;3
vUB5qFQm-Ntmx;26.0;42000.0;Hipotecada;11.0;DjEo6I9q-vKY2;Educativo;D;15075.0;12.92;0.0;0.36;NPaXrZSm-tLtN;0.0;2
rpnOibM0-Xkne;22.0;36000.0;Alugada;;lQ1e1B1Z-p2Fj;Pagamento de débitos;A;;8.94;0.0;0.28;IxKYkWC1-2DDK;0.0;4
JM0FNDHl-CBJR;26.0;48000.0;Alugada;3.0;PD671pxC-R42P;Pagamento de débitos;B;8000.0;9.96;0.0;0.17;tWUEiAqa-ycUZ;0.0;3
QwtjWbBS-gnIL;29.0;35000.0;Alugada;2.0;iPiGe7dn-aRPA;Pagamento de débitos;B;2000.0;9.63;0.0;0.06;xJDvUz61-lEEM;0.0;8
IoDIdisE-pPpo;35.0;84000.0;Hipotecada;5.0;WuL3weWy-doHO;Pagamento de débitos;C;15200.0;15.27;1.0;0.18;iQvNQkhF-C4GH;1.0;7
ZQfMhjxk-8aFe;57.0;77385.0;Alugada;4.0;qjPP0KbE-WkRO;Pessoal;A;6625.0;7.66;0.0;0.09;tq90wYYS-zTzd;0.0;27
Cb7onMJL-j6nQ;27.0;90000.0;Alugada;2.0;IbGsf3Om-maoT;Pagamento de débitos;C;9000.0;13.49;0.0;0.1;xqToMRcC-rjd8;0.0;7
EwuJjIgr-kpHR;26.0;54000.0;Hipotecada;5.0;6CMUFi8Q-Mfyi;Educativo;B;10000.0;8.88;0.0;0.19;yFZWEHiW-kPDB;0.0;4
iTWpxyqE-q2X1;28.0;;Hipotecada;3.0;smlDIMMU-Biql;;C;6800.0;7.74;0.0;0.09;eoD9x0Cg-1r2t;0.0;8
35vyAgXS-leht;23.0;70000.0;Hipotecada;7.0;xiocZaUf-YqCS;Pagamento de débitos;B;15000.0;11.14;0.0;0.21;rKSHKv2N-QiXX;0.0;4
kIuenpDi-uCqB;44.0;28000.0;Própria;0.0;M6zGctLG-5GYQ;Empreendimento;A;3500.0;8.94;0.0;0.13;8oM6lqxL-79mW;0.0;12
yFRJIZku-SwXv;25.0;54000.0;Alugada;2.0;RY5Nawzu-Sh8T;Pessoal;C;24250.0;13.98;1.0;0.45;Pzm3Jm7Z-xcb3;0.0;4
KXBQcD3p-UQbI;21.0;18000.0;Alugada;;c9hECdTL-XFua;Empreendimento;C;2400.0;14.72;0.0;0.13;5zYUGDcx-SExL;0.0;2
kP20EDes-gSSe;25.0;85000.0;Hipotecada;7.0;LzO0LJx5-Ekxb;Educativo;C;12000.0;14.65;0.0;0.14;whm6rQqG-hKzK;1.0;4
4J1YUI1F-Um5W;25.0;44000.0;Alugada;9.0;s3XAXqXb-I20x;Médico;C;8500.0;14.27;1.0;0.19;Nn2nytEl-4riU;0.0;4
yON7beEC-WOeM;30.0;70125.0;Hipotecada;2.0;WRu3EaRW-CmUm;Médico;D;25000.0;15.33;1.0;0.3;Z4BXkzbx-GR9p;1.0;9
HJR0qjc3-k8ob;22.0;30000.0;Alugada;1.0;PMY3ecL0-G24L;Educativo;B;6000.0;10.65;0.0;0.2;9hWuBhsY-WrGA;0.0;2
6vRieECA-m92N;26.0;30000.0;Própria;0.0;PAGsrTdA-IBS2;Pessoal;C;15000.0;13.22;0.0;0.5;2rGx4i9q-8bn1;0.0;2
bM4UQ78m-2lYz;22.0;36996.0;Alugada;0.0;L2gQe9OY-zvf9;Médico;A;5000.0;5.42;0.0;0.14;0GkS6TJc-6ZZZ;0.0;2
EoHtUoCn-CoYl;23.0;;Alugada;7.0;jfQhOZTn-ipt5;Médico;A;;14.74;0.0;0.37;1dso4dsy-LdaF;0.0;3
